province_std,region,province_original,year,nationality,total_detentions
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2015,Paquistán,140
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Paraguay,90
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Perú,60
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Polonia,10
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Portugal,160
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Reino Unido,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Rep. Dominicana,130
Araba,CONTINENTE AFRICANO,Araba/Álava,2015,Resto África,110
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Resto América,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2015,Resto de Asia,20
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Resto de Europa,100
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Rumanía,360
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Rusia,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2015,Senegal,20
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Ucrania,60
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Uruguay,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Venezuela,20
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Alemania,70
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2015,Argelia,770
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Argentina,110
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2015,Bangladesh,20
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Bélgica,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Bolivia,770
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Brasil,190
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Bulgaría,30
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2015,Camerún,190
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Chile,30
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2015,China,150
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Colombia,860
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Cuba,50
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Ecuador,450
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2015,Filipinas,10
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Francia,110
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2015,Gambia,40
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2015,Ghana,40
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2015,Guinea Bisau,450
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2015,Guinea Ecuatorial,70
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Holanda,10
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2015,India,0
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2015,Irán,200
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Italia,20
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Lituania,60
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2015,Mali,40
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2015,Marruecos,2160
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2015,Nigeria,330
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2015,Paquistán,70
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Paraguay,280
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Perú,70
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Polonia,10
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Portugal,120
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Reino Unido,40
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Rep. Dominicana,70
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2015,Resto África,340
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Resto América,150
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2015,Resto de Asia,60
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Resto de Europa,390
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Rumanía,1660
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Rusia,90
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2015,Senegal,290
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2015,Ucrania,100
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Uruguay,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2015,Venezuela,120
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Alemania,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2015,Argelia,720
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Argentina,70
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2015,Bangladesh,10
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Bélgica,10
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Bolivia,110
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Brasil,180
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Bulgaría,60
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2015,Camerún,60
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Chile,10
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2015,China,50
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Colombia,470
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Cuba,80
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Ecuador,270
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2015,Filipinas,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Francia,1460
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2015,Gambia,0
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2015,Ghana,60
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2015,Guinea Bisau,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2015,Guinea Ecuatorial,30
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Holanda,40
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2015,India,20
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2015,Irán,20
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Italia,40
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Lituania,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2015,Mali,30
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2015,Marruecos,2170
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2015,Nigeria,80
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2015,Paquistán,650
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Paraguay,20
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Perú,150
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Polonia,150
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Portugal,450
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Reino Unido,40
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Rep. Dominicana,210
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2015,Resto África,320
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Resto América,520
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2015,Resto de Asia,160
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Resto de Europa,290
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Rumanía,1080
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Rusia,40
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2015,Senegal,130
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2015,Ucrania,160
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Uruguay,20
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2015,Venezuela,40
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Alemania,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2016,Argelia,350
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Argentina,10
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2016,Bangladesh,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Bélgica,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Bolivia,70
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Brasil,120
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Bulgaría,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2016,Camerún,30
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Chile,40
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2016,China,30
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Colombia,270
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Cuba,40
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Ecuador,70
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2016,Filipinas,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Francia,30
Araba,CONTINENTE AFRICANO,Araba/Álava,2016,Gambia,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2016,Ghana,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2016,Guinea Bisau,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2016,Guinea Ecuatorial,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Holanda,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2016,India,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2016,Irán,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Italia,10
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Lituania,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2016,Mali,240
Araba,CONTINENTE AFRICANO,Araba/Álava,2016,Marruecos,600
Araba,CONTINENTE AFRICANO,Araba/Álava,2016,Nigeria,140
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2016,Paquistán,50
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Paraguay,60
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Perú,40
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Polonia,40
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Portugal,200
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Reino Unido,30
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Rep. Dominicana,140
Araba,CONTINENTE AFRICANO,Araba/Álava,2016,Resto África,40
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Resto América,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2016,Resto de Asia,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Resto de Europa,90
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Rumanía,370
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Rusia,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2016,Senegal,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2016,Ucrania,50
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Uruguay,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2016,Venezuela,80
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Alemania,40
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2016,Argelia,1140
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Argentina,50
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2016,Bangladesh,10
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Bélgica,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Bolivia,830
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Brasil,140
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Bulgaría,0
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2016,Camerún,200
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Chile,20
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2016,China,110
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Colombia,690
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Cuba,80
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Ecuador,330
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2016,Filipinas,0
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Francia,60
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2016,Gambia,20
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2016,Ghana,50
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2016,Guinea Bisau,380
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2016,Guinea Ecuatorial,50
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Holanda,30
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2016,India,0
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2016,Irán,200
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Italia,20
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Lituania,30
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2016,Mali,10
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2016,Marruecos,2170
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2016,Nigeria,290
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2016,Paquistán,20
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Paraguay,160
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Perú,100
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Polonia,30
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Portugal,150
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Reino Unido,50
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Rep. Dominicana,110
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2016,Resto África,410
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Resto América,100
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2016,Resto de Asia,230
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Resto de Europa,270
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Rumanía,1460
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Rusia,50
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2016,Senegal,190
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2016,Ucrania,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Uruguay,50
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2016,Venezuela,90
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Alemania,40
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2016,Argelia,700
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Argentina,110
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2016,Bangladesh,20
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Bélgica,30
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Bolivia,110
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Brasil,100
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Bulgaría,50
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2016,Camerún,60
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Chile,20
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2016,China,40
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Colombia,360
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Cuba,60
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Ecuador,210
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2016,Filipinas,10
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Francia,1070
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2016,Gambia,0
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2016,Ghana,30
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2016,Guinea Bisau,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2016,Guinea Ecuatorial,40
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Holanda,20
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2016,India,10
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2016,Irán,10
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Italia,30
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Lituania,40
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2016,Mali,40
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2016,Marruecos,2450
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2016,Nigeria,90
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2016,Paquistán,850
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Paraguay,0
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Perú,80
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Polonia,90
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Portugal,390
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Reino Unido,50
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Rep. Dominicana,290
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2016,Resto África,340
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Resto América,660
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2016,Resto de Asia,190
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Resto de Europa,260
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Rumanía,680
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Rusia,80
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2016,Senegal,150
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2016,Ucrania,70
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Uruguay,10
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2016,Venezuela,50
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Alemania,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2017,Argelia,410
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Argentina,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2017,Bangladesh,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Bélgica,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Bolivia,160
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Brasil,20
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Bulgaría,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2017,Camerún,30
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Chile,30
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2017,China,120
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Colombia,400
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Cuba,30
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Ecuador,130
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2017,Filipinas,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Francia,30
Araba,CONTINENTE AFRICANO,Araba/Álava,2017,Gambia,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2017,Ghana,70
Araba,CONTINENTE AFRICANO,Araba/Álava,2017,Guinea Bisau,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2017,Guinea Ecuatorial,50
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Holanda,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2017,India,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2017,Irán,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Italia,10
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Lituania,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2017,Mali,30
Araba,CONTINENTE AFRICANO,Araba/Álava,2017,Marruecos,720
Araba,CONTINENTE AFRICANO,Araba/Álava,2017,Nigeria,200
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2017,Paquistán,80
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Paraguay,60
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Perú,60
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Polonia,40
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Portugal,110
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Reino Unido,20
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Rep. Dominicana,130
Araba,CONTINENTE AFRICANO,Araba/Álava,2017,Resto África,120
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Resto América,40
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2017,Resto de Asia,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Resto de Europa,210
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Rumanía,150
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Rusia,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2017,Senegal,40
Araba,CONTINENTE EUROPEO,Araba/Álava,2017,Ucrania,110
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Uruguay,20
Araba,CONTINENTE AMERICANO,Araba/Álava,2017,Venezuela,60
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Alemania,30
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2017,Argelia,1250
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Argentina,20
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2017,Bangladesh,10
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Bélgica,0
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Bolivia,730
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Brasil,50
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Bulgaría,0
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2017,Camerún,160
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Chile,20
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2017,China,140
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Colombia,590
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Cuba,80
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Ecuador,250
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2017,Filipinas,20
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Francia,130
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2017,Gambia,10
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2017,Ghana,30
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2017,Guinea Bisau,200
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2017,Guinea Ecuatorial,70
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Holanda,10
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2017,India,40
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2017,Irán,70
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Italia,20
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Lituania,10
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2017,Mali,0
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2017,Marruecos,2130
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2017,Nigeria,460
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2017,Paquistán,120
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Paraguay,180
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Perú,110
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Polonia,20
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Portugal,110
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Reino Unido,40
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Rep. Dominicana,60
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2017,Resto África,460
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Resto América,190
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2017,Resto de Asia,60
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Resto de Europa,530
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Rumanía,860
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Rusia,50
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2017,Senegal,110
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2017,Ucrania,20
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Uruguay,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2017,Venezuela,110
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Alemania,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2017,Argelia,550
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Argentina,100
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2017,Bangladesh,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Bélgica,40
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Bolivia,110
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Brasil,300
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Bulgaría,120
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2017,Camerún,80
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Chile,30
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2017,China,20
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Colombia,380
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Cuba,50
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2017,Ecuador,250
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2017,Filipinas,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2017,Francia,1180
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2017,Gambia,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2017,Ghana,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2017,Guinea Bisau,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2017,Guinea Ecuatorial,40
