province_std,region,province_original,year,nationality,total_detentions
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2012,Resto de Europa,590
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2012,Rumanía,3180
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2012,Rusia,110
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2012,Senegal,400
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2012,Ucrania,20
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2012,Uruguay,20
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2012,Venezuela,140
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Alemania,30
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2012,Argelia,540
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Argentina,70
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2012,Bangladesh,30
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Bélgica,40
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Bolivia,240
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Brasil,200
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Bulgaría,70
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2012,Camerún,50
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Chile,90
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2012,China,110
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Colombia,560
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Cuba,130
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Ecuador,570
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2012,Filipinas,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Francia,1980
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2012,Gambia,0
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2012,Ghana,0
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2012,Guinea Bisau,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2012,Guinea Ecuatorial,80
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Holanda,40
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2012,India,0
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2012,Irán,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Italia,30
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Lituania,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2012,Mali,0
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2012,Marruecos,2930
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2012,Nigeria,90
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2012,Paquistán,130
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Paraguay,0
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Perú,80
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Polonia,70
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Portugal,550
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Reino Unido,140
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Rep. Dominicana,220
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2012,Resto África,430
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Resto América,570
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2012,Resto de Asia,140
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Resto de Europa,410
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Rumanía,1330
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Rusia,40
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2012,Senegal,80
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2012,Ucrania,140
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Uruguay,10
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2012,Venezuela,60
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Alemania,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2013,Argelia,690
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Argentina,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2013,Bangladesh,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Bélgica,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Bolivia,40
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Brasil,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Bulgaría,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2013,Camerún,100
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Chile,30
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2013,China,130
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Colombia,570
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Cuba,50
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Ecuador,160
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2013,Filipinas,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Francia,50
Araba,CONTINENTE AFRICANO,Araba/Álava,2013,Gambia,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2013,Ghana,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2013,Guinea Bisau,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2013,Guinea Ecuatorial,50
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Holanda,10
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2013,India,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2013,Irán,10
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Italia,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Lituania,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2013,Mali,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2013,Marruecos,1040
Araba,CONTINENTE AFRICANO,Araba/Álava,2013,Nigeria,160
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2013,Paquistán,250
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Paraguay,150
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Perú,120
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Polonia,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Portugal,290
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Reino Unido,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Rep. Dominicana,130
Araba,CONTINENTE AFRICANO,Araba/Álava,2013,Resto África,140
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Resto América,30
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2013,Resto de Asia,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Resto de Europa,240
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Rumanía,520
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Rusia,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2013,Senegal,50
Araba,CONTINENTE EUROPEO,Araba/Álava,2013,Ucrania,40
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Uruguay,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2013,Venezuela,40
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Alemania,20
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2013,Argelia,1500
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Argentina,110
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2013,Bangladesh,0
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Bélgica,30
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Bolivia,980
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Brasil,370
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Bulgaría,60
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2013,Camerún,340
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Chile,10
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2013,China,160
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Colombia,1070
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Cuba,50
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Ecuador,620
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2013,Filipinas,30
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Francia,270
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2013,Gambia,80
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2013,Ghana,120
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2013,Guinea Bisau,400
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2013,Guinea Ecuatorial,230
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Holanda,30
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2013,India,10
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2013,Irán,0
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Italia,50
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Lituania,110
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2013,Mali,60
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2013,Marruecos,3760
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2013,Nigeria,370
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2013,Paquistán,90
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Paraguay,270
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Perú,260
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Polonia,60
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Portugal,290
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Reino Unido,20
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Rep. Dominicana,130
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2013,Resto África,570
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Resto América,180
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2013,Resto de Asia,170
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Resto de Europa,630
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Rumanía,3190
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Rusia,60
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2013,Senegal,650
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2013,Ucrania,40
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Uruguay,30
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2013,Venezuela,160
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Alemania,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2013,Argelia,460
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Argentina,120
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2013,Bangladesh,20
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Bélgica,40
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Bolivia,240
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Brasil,180
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Bulgaría,40
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2013,Camerún,110
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Chile,90
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2013,China,30
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Colombia,450
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Cuba,170
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Ecuador,390
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2013,Filipinas,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Francia,1660
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2013,Gambia,20
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2013,Ghana,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2013,Guinea Bisau,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2013,Guinea Ecuatorial,60
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Holanda,20
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2013,India,10
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2013,Irán,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Italia,10
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Lituania,40
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2013,Mali,80
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2013,Marruecos,2310
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2013,Nigeria,110
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2013,Paquistán,150
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Paraguay,10
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Perú,170
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Polonia,50
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Portugal,540
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Reino Unido,50
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Rep. Dominicana,120
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2013,Resto África,290
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Resto América,380
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2013,Resto de Asia,190
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Resto de Europa,370
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Rumanía,1330
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Rusia,50
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2013,Senegal,120
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2013,Ucrania,90
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Uruguay,20
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2013,Venezuela,90
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Alemania,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2014,Argelia,470
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Argentina,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2014,Bangladesh,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Bélgica,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Bolivia,100
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Brasil,50
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Bulgaría,50
Araba,CONTINENTE AFRICANO,Araba/Álava,2014,Camerún,80
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Chile,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2014,China,30
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Colombia,380
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Cuba,50
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Ecuador,230
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2014,Filipinas,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Francia,60
Araba,CONTINENTE AFRICANO,Araba/Álava,2014,Gambia,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2014,Ghana,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2014,Guinea Bisau,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2014,Guinea Ecuatorial,70
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Holanda,20
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2014,India,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2014,Irán,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Italia,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Lituania,30
Araba,CONTINENTE AFRICANO,Araba/Álava,2014,Mali,110
Araba,CONTINENTE AFRICANO,Araba/Álava,2014,Marruecos,540
Araba,CONTINENTE AFRICANO,Araba/Álava,2014,Nigeria,130
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2014,Paquistán,110
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Paraguay,40
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Perú,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Polonia,20
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Portugal,160
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Reino Unido,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Rep. Dominicana,190
Araba,CONTINENTE AFRICANO,Araba/Álava,2014,Resto África,160
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Resto América,10
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2014,Resto de Asia,40
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Resto de Europa,190
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Rumanía,330
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Rusia,30
Araba,CONTINENTE AFRICANO,Araba/Álava,2014,Senegal,20
Araba,CONTINENTE EUROPEO,Araba/Álava,2014,Ucrania,60
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Uruguay,10
Araba,CONTINENTE AMERICANO,Araba/Álava,2014,Venezuela,30
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Alemania,70
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2014,Argelia,880
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Argentina,90
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2014,Bangladesh,40
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Bélgica,30
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Bolivia,1210
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Brasil,250
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Bulgaría,20
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2014,Camerún,310
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Chile,10
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2014,China,130
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Colombia,870
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Cuba,130
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Ecuador,460
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2014,Filipinas,30
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Francia,390
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2014,Gambia,20
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2014,Ghana,80
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2014,Guinea Bisau,700
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2014,Guinea Ecuatorial,40
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Holanda,20
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2014,India,10
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2014,Irán,10
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Italia,100
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Lituania,30
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2014,Mali,40
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2014,Marruecos,2900
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2014,Nigeria,280
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2014,Paquistán,30
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Paraguay,160
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Perú,100
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Polonia,100
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Portugal,200
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Reino Unido,30
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Rep. Dominicana,160
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2014,Resto África,680
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Resto América,100
Bizkaia,CONTINENTE ASIÁTICO,Bizkaia,2014,Resto de Asia,100
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Resto de Europa,520
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Rumanía,2710
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Rusia,40
Bizkaia,CONTINENTE AFRICANO,Bizkaia,2014,Senegal,330
Bizkaia,CONTINENTE EUROPEO,Bizkaia,2014,Ucrania,60
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Uruguay,10
Bizkaia,CONTINENTE AMERICANO,Bizkaia,2014,Venezuela,100
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Alemania,30
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2014,Argelia,510
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Argentina,40
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2014,Bangladesh,20
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Bélgica,10
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Bolivia,100
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Brasil,110
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Bulgaría,120
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2014,Camerún,20
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Chile,60
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2014,China,70
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Colombia,360
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Cuba,90
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Ecuador,550
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2014,Filipinas,10
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Francia,1810
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2014,Gambia,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2014,Ghana,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2014,Guinea Bisau,10
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2014,Guinea Ecuatorial,50
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Holanda,60
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2014,India,40
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2014,Irán,0
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Italia,40
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Lituania,80
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2014,Mali,110
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2014,Marruecos,1960
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2014,Nigeria,40
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2014,Paquistán,310
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Paraguay,10
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Perú,70
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Polonia,90
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Portugal,380
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Reino Unido,40
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Rep. Dominicana,200
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2014,Resto África,350
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Resto América,550
Gipuzkoa,CONTINENTE ASIÁTICO,Gipuzkoa,2014,Resto de Asia,120
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Resto de Europa,400
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Rumanía,1670
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Rusia,80
Gipuzkoa,CONTINENTE AFRICANO,Gipuzkoa,2014,Senegal,140
Gipuzkoa,CONTINENTE EUROPEO,Gipuzkoa,2014,Ucrania,110
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Uruguay,10
Gipuzkoa,CONTINENTE AMERICANO,Gipuzkoa,2014,Venezuela,170
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Alemania,30
Araba,CONTINENTE AFRICANO,Araba/Álava,2015,Argelia,480
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Argentina,40
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2015,Bangladesh,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Bélgica,0
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Bolivia,50
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Brasil,20
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Bulgaría,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2015,Camerún,80
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Chile,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2015,China,40
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Colombia,220
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Cuba,60
Araba,CONTINENTE AMERICANO,Araba/Álava,2015,Ecuador,90
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2015,Filipinas,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Francia,20
Araba,CONTINENTE AFRICANO,Araba/Álava,2015,Gambia,10
Araba,CONTINENTE AFRICANO,Araba/Álava,2015,Ghana,40
Araba,CONTINENTE AFRICANO,Araba/Álava,2015,Guinea Bisau,0
Araba,CONTINENTE AFRICANO,Araba/Álava,2015,Guinea Ecuatorial,30
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Holanda,10
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2015,India,0
Araba,CONTINENTE ASIÁTICO,Araba/Álava,2015,Irán,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Italia,0
Araba,CONTINENTE EUROPEO,Araba/Álava,2015,Lituania,30
Araba,CONTINENTE AFRICANO,Araba/Álava,2015,Mali,40
Araba,CONTINENTE AFRICANO,Araba/Álava,2015,Marruecos,520
Araba,CONTINENTE AFRICANO,Araba/Álava,2015,Nigeria,270
